Time,Trial,Event,Player.Color,Position.X,Position.Y,Planet.Id,WhiteHole.Interaction.BluePlayer,WhiteHole.Interaction.RedPlayer,Planet.Interaction.BluePlayer,Planet.Interaction.RedPlayer,Asteroid.Interaction.BluePlayer,Asteroid.Interaction.RedPlayer
2020-03-11 10:06:37.811800,3,WhiteHole.SinglePlayer.Exit,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:06:37.821800,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:44.712200,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:46.278300,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:46.288300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:46.945400,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:47.045400,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:47.055400,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:47.254400,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:47.778400,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:47.788400,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:47.895400,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:48.528400,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:48.538400,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:49.128500,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:49.294500,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:49.304500,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:49.546500,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:49.995500,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:50.005500,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:50.328600,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:50.395600,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:06:50.405600,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:53.679700,3,WhiteHole.SinglePlayer.Touch,Red Player,89.0,55.0,,0,1,0,0,0,0
2020-03-11 10:06:55.395800,3,WhiteHole.SinglePlayer.Exit,Red Player,89.0,55.0,,0,1,0,0,0,0
2020-03-11 10:06:55.405800,3,,,,,,0,0,0,0,0,0
2020-03-11 10:06:57.228900,3,WhiteHole.SinglePlayer.Touch,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:06:58.646000,3,WhiteHole.SinglePlayer.Exit,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:06:58.656000,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:00.596100,3,WhiteHole.SinglePlayer.Touch,Red Player,54.0,20.0,,0,1,0,0,0,0
2020-03-11 10:07:02.463200,3,WhiteHole.SinglePlayer.Exit,Red Player,54.0,20.0,,0,1,0,0,0,0
2020-03-11 10:07:02.473200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:04.980400,3,WhiteHole.SinglePlayer.Touch,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:07:05.196400,3,WhiteHole.SinglePlayer.Exit,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:07:05.206400,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:05.246400,3,WhiteHole.SinglePlayer.Touch,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:07:05.529400,3,WhiteHole.SinglePlayer.Exit,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:07:05.539400,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:05.796400,3,WhiteHole.SinglePlayer.Touch,Red Player,24.0,46.0,,0,1,0,0,0,0
2020-03-11 10:07:09.304600,3,WhiteHole.SinglePlayer.Trigger,Red Player,24.0,46.0,,0,1,0,0,0,0
2020-03-11 10:07:09.314600,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:11.549800,3,Planet.Creation,Blue Player,63.0,66.0,6110.0,0,0,0,0,0,0
2020-03-11 10:07:14.603900,3,Planet.SinglePlayer.Connection,Blue Player,49.0,75.0,5764.0,0,0,1,0,0,0
2020-03-11 10:07:16.431000,3,WhiteHole.SinglePlayer.Touch,Blue Player,45.0,85.0,,1,0,1,0,0,0
2020-03-11 10:07:18.439200,3,Planet.SinglePlayer.Exit,Blue Player,51.0,77.0,5764.0,1,0,1,0,0,0
2020-03-11 10:07:18.449200,3,,,,,,1,0,0,0,0,0
2020-03-11 10:07:18.931200,3,WhiteHole.SinglePlayer.Exit,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:07:18.941200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:23.464400,3,WhiteHole.SinglePlayer.Touch,Red Player,89.0,55.0,,0,1,0,0,0,0
2020-03-11 10:07:26.147600,3,WhiteHole.SinglePlayer.Touch,Blue Player,54.0,20.0,,1,1,0,0,0,0
2020-03-11 10:07:26.964600,3,WhiteHole.SinglePlayer.Exit,Blue Player,54.0,20.0,,1,1,0,0,0,0
2020-03-11 10:07:26.974600,3,,,,,,0,1,0,0,0,0
2020-03-11 10:07:29.164800,3,WhiteHole.SinglePlayer.Touch,Blue Player,54.0,20.0,,1,1,0,0,0,0
2020-03-11 10:07:29.464800,3,WhiteHole.SinglePlayer.Exit,Blue Player,54.0,20.0,,1,1,0,0,0,0
2020-03-11 10:07:29.474800,3,,,,,,0,1,0,0,0,0
2020-03-11 10:07:32.675000,3,WhiteHole.SinglePlayer.Trigger,Red Player,89.0,55.0,,0,1,0,0,0,0
2020-03-11 10:07:32.685000,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:34.502100,3,Planet.Creation,Blue Player,52.0,24.0,6370.0,0,0,0,0,0,0
2020-03-11 10:07:39.265300,3,WhiteHole.SinglePlayer.Touch,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:07:42.756500,3,WhiteHole.SinglePlayer.Trigger,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:07:42.766500,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:44.917700,3,Planet.Creation,Blue Player,54.0,68.0,6666.0,0,0,0,0,0,0
2020-03-11 10:07:46.605800,3,Planet.SinglePlayer.Connection,Blue Player,48.0,75.0,5764.0,0,0,1,0,0,0
2020-03-11 10:07:50.940000,3,Planet.SinglePlayer.Connection,Red Player,53.0,65.0,6666.0,0,0,1,1,0,0
2020-03-11 10:07:52.257100,3,Planet.SinglePlayer.Exit,Red Player,54.0,68.0,6666.0,0,0,1,1,0,0
2020-03-11 10:07:52.267100,3,,,,,,0,0,1,0,0,0
2020-03-11 10:07:53.890200,3,Planet.SinglePlayer.Exit,Blue Player,51.0,77.0,5764.0,0,0,1,0,0,0
2020-03-11 10:07:53.900200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:55.366300,3,WhiteHole.SinglePlayer.Touch,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:07:55.383300,3,WhiteHole.SinglePlayer.Exit,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:07:55.393300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:07:55.600300,3,WhiteHole.SinglePlayer.Touch,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:07:59.088500,3,WhiteHole.SinglePlayer.Trigger,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:07:59.098500,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:04.367800,3,WhiteHole.SinglePlayer.Touch,Blue Player,54.0,20.0,,1,0,0,0,0,0
2020-03-11 10:08:07.873000,3,WhiteHole.SinglePlayer.Trigger,Blue Player,54.0,20.0,,1,0,0,0,0,0
2020-03-11 10:08:07.883000,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:11.019200,3,Planet.Creation,Red Player,46.0,42.0,7284.0,0,0,0,0,0,0
2020-03-11 10:08:19.168600,3,WhiteHole.SinglePlayer.Touch,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:08:19.875700,3,Asteroid.SinglePlayer.Connection,Blue Player,37.0,45.0,,0,1,0,0,1,0
2020-03-11 10:08:20.441700,3,Asteroid.SinglePlayer.Exit,Blue Player,36.0,49.0,,0,1,0,0,1,0
2020-03-11 10:08:20.451700,3,,,,,,0,1,0,0,0,0
2020-03-11 10:08:22.658800,3,WhiteHole.SinglePlayer.Trigger,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:08:22.668800,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:23.185900,3,WhiteHole.SinglePlayer.Touch,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:08:23.501900,3,WhiteHole.SinglePlayer.Exit,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:08:23.511900,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:23.635900,3,WhiteHole.SinglePlayer.Touch,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:08:27.127100,3,WhiteHole.SinglePlayer.Trigger,Blue Player,45.0,85.0,,1,0,0,0,0,0
2020-03-11 10:08:27.137100,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:32.017400,3,Planet.Creation,Red Player,45.0,45.0,7850.0,0,0,0,0,0,0
2020-03-11 10:08:38.686700,3,WhiteHole.SinglePlayer.Touch,Red Player,89.0,55.0,,0,1,0,0,0,0
2020-03-11 10:08:42.177900,3,WhiteHole.SinglePlayer.Trigger,Red Player,89.0,55.0,,0,1,0,0,0,0
2020-03-11 10:08:42.187900,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:43.137000,3,WhiteHole.SinglePlayer.Touch,Blue Player,81.0,26.0,,1,0,0,0,0,0
2020-03-11 10:08:46.626200,3,WhiteHole.SinglePlayer.Trigger,Blue Player,81.0,26.0,,1,0,0,0,0,0
2020-03-11 10:08:46.636200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:48.122300,3,Planet.Creation,Red Player,87.0,58.0,8370.0,0,0,0,0,0,0
2020-03-11 10:08:50.144400,3,Planet.SinglePlayer.Connection,Red Player,82.0,53.0,8370.0,0,0,0,1,0,0
2020-03-11 10:08:50.594400,3,Planet.SinglePlayer.Exit,Red Player,87.0,58.0,8370.0,0,0,0,1,0,0
2020-03-11 10:08:50.604400,3,,,,,,0,0,0,0,0,0
2020-03-11 10:08:58.537900,3,WhiteHole.SinglePlayer.Touch,Red Player,24.0,46.0,,0,1,0,0,0,0
2020-03-11 10:09:02.028100,3,WhiteHole.SinglePlayer.Trigger,Red Player,24.0,46.0,,0,1,0,0,0,0
2020-03-11 10:09:02.038100,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:02.938100,3,WhiteHole.SinglePlayer.Touch,Blue Player,26.0,68.0,,1,0,0,0,0,0
2020-03-11 10:09:06.446300,3,WhiteHole.SinglePlayer.Trigger,Blue Player,26.0,68.0,,1,0,0,0,0,0
2020-03-11 10:09:06.456300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:13.605700,3,WhiteHole.SinglePlayer.Touch,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:09:17.112900,3,WhiteHole.SinglePlayer.Trigger,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:09:17.122900,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:20.090100,3,WhiteHole.SinglePlayer.Touch,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:09:23.587300,3,WhiteHole.SinglePlayer.Trigger,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:09:23.597300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:28.131600,3,Planet.SinglePlayer.Connection,Red Player,42.0,53.0,7850.0,0,0,0,1,0,0
2020-03-11 10:09:29.280600,3,Planet.SinglePlayer.Exit,Red Player,45.0,45.0,7850.0,0,0,0,1,0,0
2020-03-11 10:09:29.290600,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:30.607700,3,WhiteHole.SinglePlayer.Touch,Red Player,24.0,46.0,,0,1,0,0,0,0
2020-03-11 10:09:34.097900,3,WhiteHole.SinglePlayer.Trigger,Red Player,24.0,46.0,,0,1,0,0,0,0
2020-03-11 10:09:34.107900,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:39.791200,3,Planet.Creation,Blue Player,38.0,70.0,9900.0,0,0,0,0,0,0
2020-03-11 10:09:39.795200,3,Planet.Creation,Blue Player,150.0,150.0,9952.0,0,0,0,0,0,0
2020-03-11 10:09:44.858500,3,WhiteHole.SinglePlayer.Touch,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:09:48.348700,3,WhiteHole.SinglePlayer.Trigger,Red Player,81.0,26.0,,0,1,0,0,0,0
2020-03-11 10:09:48.358700,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:50.576900,3,WhiteHole.SinglePlayer.Touch,Blue Player,72.0,79.0,,1,0,0,0,0,0
2020-03-11 10:09:51.408900,3,WhiteHole.SinglePlayer.Exit,Blue Player,72.0,79.0,,1,0,0,0,0,0
2020-03-11 10:09:51.418900,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:56.575200,3,WhiteHole.SinglePlayer.Touch,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:09:56.609200,3,WhiteHole.SinglePlayer.Exit,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:09:56.619200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:57.109200,3,WhiteHole.SinglePlayer.Touch,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:09:57.125200,3,WhiteHole.SinglePlayer.Exit,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:09:57.135200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:57.742300,3,WhiteHole.SinglePlayer.Touch,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:09:57.925300,3,WhiteHole.SinglePlayer.Exit,Red Player,26.0,68.0,,0,1,0,0,0,0
2020-03-11 10:09:57.935300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:09:58.149300,3,Planet.SinglePlayer.Connection,Red Player,34.0,68.0,9900.0,0,0,0,1,0,0
2020-03-11 10:10:02.266500,3,Planet.SinglePlayer.Exit,Red Player,38.0,70.0,9900.0,0,0,0,1,0,0
2020-03-11 10:10:02.276500,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:05.909700,3,WhiteHole.SinglePlayer.Touch,Red Player,54.0,20.0,,0,1,0,0,0,0
2020-03-11 10:10:07.144800,3,Planet.Creation,Blue Player,42.0,57.0,10174.0,0,1,0,0,0,0
2020-03-11 10:10:08.909900,3,WhiteHole.SinglePlayer.Touch,Blue Player,26.0,68.0,,1,1,0,0,0,0
2020-03-11 10:10:10.477000,3,WhiteHole.SinglePlayer.Exit,Red Player,54.0,20.0,,1,1,0,0,0,0
2020-03-11 10:10:10.487000,3,,,,,,1,0,0,0,0,0
2020-03-11 10:10:11.643100,3,WhiteHole.SinglePlayer.Exit,Blue Player,26.0,68.0,,1,0,0,0,0,0
2020-03-11 10:10:11.653100,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:11.710100,3,WhiteHole.SinglePlayer.Touch,Blue Player,26.0,68.0,,1,0,0,0,0,0
2020-03-11 10:10:12.877100,3,WhiteHole.SinglePlayer.Touch,Red Player,81.0,26.0,,1,1,0,0,0,0
2020-03-11 10:10:15.910300,3,WhiteHole.SinglePlayer.Exit,Red Player,81.0,26.0,,1,1,0,0,0,0
2020-03-11 10:10:15.920300,3,,,,,,1,0,0,0,0,0
2020-03-11 10:10:16.383300,3,WhiteHole.SinglePlayer.Trigger,Blue Player,26.0,68.0,,1,0,0,0,0,0
2020-03-11 10:10:16.393300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:22.616700,3,Planet.SinglePlayer.Connection,Blue Player,49.0,51.0,10174.0,0,0,1,0,0,0
2020-03-11 10:10:22.650700,3,Planet.SinglePlayer.Exit,Blue Player,42.0,57.0,10174.0,0,0,1,0,0,0
2020-03-11 10:10:22.660700,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:24.078800,3,WhiteHole.SinglePlayer.Touch,Red Player,72.0,79.0,,0,1,0,0,0,0
2020-03-11 10:10:26.360900,3,WhiteHole.SinglePlayer.Touch,Blue Player,81.0,26.0,,1,1,0,0,0,0
2020-03-11 10:10:29.428100,3,WhiteHole.SinglePlayer.Exit,Red Player,72.0,79.0,,1,1,0,0,0,0
2020-03-11 10:10:29.438100,3,,,,,,1,0,0,0,0,0
2020-03-11 10:10:29.851100,3,WhiteHole.SinglePlayer.Trigger,Blue Player,81.0,26.0,,1,0,0,0,0,0
2020-03-11 10:10:29.861100,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:32.050200,3,Asteroid.SinglePlayer.Connection,Red Player,42.0,66.0,,0,0,0,0,0,1
2020-03-11 10:10:32.635300,3,Asteroid.SinglePlayer.Exit,Red Player,40.0,63.0,,0,0,0,0,0,1
2020-03-11 10:10:32.645300,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:38.328600,3,WhiteHole.SinglePlayer.Touch,Blue Player,54.0,20.0,,1,0,0,0,0,0
2020-03-11 10:10:38.778600,3,WhiteHole.SinglePlayer.Touch,Red Player,24.0,46.0,,1,1,0,0,0,0
2020-03-11 10:10:42.268800,3,WhiteHole.SinglePlayer.Trigger,Red Player,24.0,46.0,,1,1,0,0,0,0
2020-03-11 10:10:42.278800,3,,,,,,1,0,0,0,0,0
2020-03-11 10:10:42.285800,3,WhiteHole.SinglePlayer.Trigger,Blue Player,54.0,20.0,,1,0,0,0,0,0
2020-03-11 10:10:42.295800,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:42.323800,3,Star.Creation,,39.0,33.0,,0,0,0,0,0,0
2020-03-11 10:10:42.353800,3,Planet.Multiplayer.AddedToOrbit,,45.0,45.0,7850.0,0,0,0,0,0,0
2020-03-11 10:10:51.846400,3,Planet.Creation,Red Player,75.0,64.0,11124.0,0,0,0,0,0,0
2020-03-11 10:10:51.851400,3,Planet.Creation,Red Player,150.0,150.0,11176.0,0,0,0,0,0,0
2020-03-11 10:10:54.302500,3,Planet.SinglePlayer.Connection,Red Player,76.0,68.0,11124.0,0,0,0,1,0,0
2020-03-11 10:10:54.979500,3,WhiteHole.SinglePlayer.Touch,Red Player,72.0,79.0,,0,1,0,1,0,0
2020-03-11 10:10:55.069500,3,Planet.SinglePlayer.Exit,Red Player,75.0,64.0,11124.0,0,1,0,1,0,0
2020-03-11 10:10:55.079500,3,,,,,,0,1,0,0,0,0
2020-03-11 10:10:58.469700,3,WhiteHole.SinglePlayer.Trigger,Red Player,72.0,79.0,,0,1,0,0,0,0
2020-03-11 10:10:58.479700,3,,,,,,0,0,0,0,0,0
2020-03-11 10:10:59.896800,3,WhiteHole.SinglePlayer.Touch,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:11:03.404000,3,WhiteHole.SinglePlayer.Trigger,Blue Player,89.0,55.0,,1,0,0,0,0,0
2020-03-11 10:11:03.414000,3,,,,,,0,0,0,0,0,0
2020-03-11 10:11:04.221100,3,Planet.SinglePlayer.Connection,Red Player,65.0,61.0,11124.0,0,0,0,1,0,0
2020-03-11 10:11:04.237100,3,Planet.SinglePlayer.Exit,Red Player,75.0,64.0,11124.0,0,0,0,1,0,0
2020-03-11 10:11:04.247100,3,,,,,,0,0,0,0,0,0
2020-03-11 10:11:09.664400,3,WhiteHole.SinglePlayer.Touch,Red Player,54.0,20.0,,0,1,0,0,0,0
2020-03-11 10:11:10.931500,3,WhiteHole.SinglePlayer.Exit,Red Player,54.0,20.0,,0,1,0,0,0,0
2020-03-11 10:11:10.941500,3,,,,,,0,0,0,0,0,0
2020-03-11 10:11:14.121600,3,Planet.SinglePlayer.Connection,Red Player,46.0,44.0,6370.0,0,0,0,1,0,0
2020-03-11 10:11:15.238700,3,Planet.SinglePlayer.Connection,Blue Player,51.0,64.0,6666.0,0,0,1,1,0,0
2020-03-11 10:11:16.487800,3,Planet.SinglePlayer.Exit,Blue Player,54.0,68.0,6666.0,0,0,1,1,0,0
2020-03-11 10:11:16.497800,3,,,,,,0,0,0,1,0,0
2020-03-11 10:11:18.020900,3,Planet.SinglePlayer.Exit,Red Player,54.0,39.0,6370.0,0,0,0,1,0,0
2020-03-11 10:11:18.030900,3,,,,,,0,0,0,0,0,0
2020-03-11 10:11:20.299000,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:11:22.849100,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:11:22.859100,3,,,,,,0,0,0,0,0,0
2020-03-11 10:11:23.216200,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:11:24.267200,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,0
2020-03-11 10:11:24.277200,3,,,,,,0,0,0,0,0,0
2020-03-11 10:11:24.271200,3,WhiteHole.SinglePlayer.Touch,Red Player,54.0,20.0,,0,1,0,0,0,0
2020-03-11 10:11:24.482200,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,1,0,0,0,0
2020-03-11 10:11:24.637200,3,Asteroid.SinglePlayer.Connection,Red Player,53.0,25.0,,1,1,0,0,0,1
2020-03-11 10:11:25.999300,3,WhiteHole.SinglePlayer.Exit,Red Player,54.0,20.0,,1,1,0,0,0,1
2020-03-11 10:11:26.009300,3,,,,,,1,0,0,0,0,1
2020-03-11 10:11:26.015300,3,WhiteHole.SinglePlayer.Touch,Red Player,54.0,20.0,,1,1,0,0,0,1
2020-03-11 10:11:26.165300,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,1,0,0,0,1
2020-03-11 10:11:26.175300,3,,,,,,0,1,0,0,0,1
2020-03-11 10:11:26.349300,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,1,0,0,0,1
2020-03-11 10:11:26.483300,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,1,0,0,0,1
2020-03-11 10:11:26.493300,3,,,,,,0,1,0,0,0,1
2020-03-11 10:11:26.765400,3,WhiteHole.SinglePlayer.Touch,Blue Player,24.0,46.0,,1,1,0,0,0,1
2020-03-11 10:11:26.899400,3,WhiteHole.SinglePlayer.Exit,Red Player,54.0,20.0,,1,1,0,0,0,1
2020-03-11 10:11:26.909400,3,,,,,,1,0,0,0,0,1
2020-03-11 10:11:27.382400,3,WhiteHole.SinglePlayer.Exit,Blue Player,24.0,46.0,,1,0,0,0,0,1
