Time,Trial,Event,Player.Color,Position.X,Position.Y,Planet.Id
2020-03-11 09:39:01.774800,1,WhiteHole.SinglePlayer.Touch,Red Player,17.0,56.0,
2020-03-11 09:39:02.490900,1,WhiteHole.SinglePlayer.Exit,Red Player,17.0,56.0,
2020-03-11 09:39:07.625200,1,WhiteHole.SinglePlayer.Touch,Red Player,17.0,56.0,
2020-03-11 09:39:08.508200,1,WhiteHole.SinglePlayer.Exit,Red Player,17.0,56.0,
2020-03-11 09:39:35.209700,1,WhiteHole.SinglePlayer.Touch,Red Player,17.0,56.0,
2020-03-11 09:39:36.609800,1,WhiteHole.SinglePlayer.Exit,Red Player,17.0,56.0,
2020-03-11 09:39:37.026800,1,WhiteHole.SinglePlayer.Touch,Red Player,17.0,56.0,
2020-03-11 09:39:37.992900,1,WhiteHole.SinglePlayer.Exit,Red Player,17.0,56.0,
2020-03-11 09:39:46.234400,1,Planet.SinglePlayer.Connection,Red Player,47.0,47.0,6388.0
2020-03-11 09:39:48.644500,1,WhiteHole.SinglePlayer.Touch,Blue Player,66.0,24.0,
2020-03-11 09:39:48.885500,1,Planet.SinglePlayer.Exit,Red Player,46.0,42.0,6388.0
2020-03-11 09:39:48.994500,1,WhiteHole.SinglePlayer.Exit,Blue Player,66.0,24.0,
2020-03-11 09:40:02.095300,1,WhiteHole.SinglePlayer.Touch,Red Player,75.0,66.0,
2020-03-11 09:40:05.584500,1,WhiteHole.SinglePlayer.Trigger,Red Player,75.0,66.0,
2020-03-11 09:40:19.503300,1,Planet.SinglePlayer.Connection,Blue Player,46.0,57.0,6388.0
2020-03-11 09:40:23.820500,1,Planet.SinglePlayer.Exit,Blue Player,40.0,50.0,6388.0
2020-03-11 09:40:35.781200,1,WhiteHole.SinglePlayer.Touch,Blue Player,66.0,24.0,
2020-03-11 09:40:39.270400,1,WhiteHole.SinglePlayer.Trigger,Blue Player,66.0,24.0,
2020-03-11 09:40:40.616500,1,Planet.Creation,Red Player,44.0,47.0,7392.0
2020-03-11 09:40:57.755500,1,Asteroid.SinglePlayer.Connection,Blue Player,48.0,42.0,
2020-03-11 09:40:58.705500,1,Asteroid.SinglePlayer.Connection,Red Player,43.0,53.0,
2020-03-11 09:41:01.803700,1,Asteroid.SinglePlayer.Exit,Red Player,36.0,58.0,
2020-03-11 09:41:04.705900,1,Asteroid.SinglePlayer.Connection,Red Player,38.0,67.0,
2020-03-11 09:41:05.038900,1,Asteroid.SinglePlayer.Exit,Blue Player,51.0,66.0,
2020-03-11 09:41:09.923200,1,Asteroid.SinglePlayer.Exit,Red Player,46.0,69.0,
2020-03-11 09:41:12.740300,1,Asteroid.SinglePlayer.Connection,Red Player,43.0,80.0,
2020-03-11 09:41:14.090400,1,Asteroid.SinglePlayer.Exit,Red Player,45.0,83.0,
2020-03-11 09:41:56.553800,1,WhiteHole.SinglePlayer.Touch,Red Player,17.0,56.0,
2020-03-11 09:41:58.136900,1,WhiteHole.SinglePlayer.Exit,Red Player,17.0,56.0,
2020-03-11 09:42:05.737300,1,WhiteHole.SinglePlayer.Touch,Red Player,42.0,14.0,
2020-03-11 09:42:09.226500,1,WhiteHole.SinglePlayer.Trigger,Red Player,42.0,14.0,
2020-03-11 09:42:28.911700,1,Asteroid.SinglePlayer.Connection,Red Player,57.0,51.0,
2020-03-11 09:42:30.561800,1,Asteroid.SinglePlayer.Exit,Red Player,58.0,48.0,
2020-03-11 09:42:41.756400,1,WhiteHole.SinglePlayer.Touch,Red Player,32.0,77.0,
2020-03-11 09:42:42.273400,1,WhiteHole.SinglePlayer.Exit,Red Player,32.0,77.0,
2020-03-11 09:42:58.225300,1,WhiteHole.SinglePlayer.Touch,Blue Player,32.0,77.0,
2020-03-11 09:43:01.713500,1,WhiteHole.SinglePlayer.Trigger,Blue Player,32.0,77.0,
2020-03-11 09:43:42.650900,1,Planet.SinglePlayer.Connection,Blue Player,61.0,48.0,7392.0
2020-03-11 09:43:49.800300,1,Planet.SinglePlayer.Exit,Blue Player,59.0,45.0,7392.0
2020-03-11 09:43:53.034500,1,Planet.SinglePlayer.Connection,Blue Player,58.0,46.0,7392.0
2020-03-11 09:43:55.732600,1,Planet.SinglePlayer.Exit,Blue Player,59.0,45.0,7392.0
2020-03-11 09:44:14.663700,1,WhiteHole.SinglePlayer.Touch,Red Player,32.0,77.0,
2020-03-11 09:44:18.153900,1,WhiteHole.SinglePlayer.Trigger,Red Player,32.0,77.0,
2020-03-11 09:44:26.332400,1,Planet.Creation,Blue Player,52.0,58.0,8548.0
2020-03-11 09:44:42.205300,1,Asteroid.SinglePlayer.Connection,Red Player,55.0,35.0,
2020-03-11 09:44:44.042400,1,Planet.SinglePlayer.Connection,Blue Player,48.0,53.0,8548.0
2020-03-11 09:44:48.937700,1,Asteroid.SinglePlayer.Exit,Red Player,59.0,47.0,
2020-03-11 09:44:49.703700,1,Asteroid.SinglePlayer.Connection,Blue Player,54.0,58.0,
2020-03-11 09:44:51.104800,1,Asteroid.SinglePlayer.Exit,Blue Player,55.0,57.0,
2020-03-11 09:44:54.822000,1,Planet.SinglePlayer.Exit,Blue Player,39.0,55.0,5672.0
2020-03-11 09:45:16.268200,1,WhiteHole.SinglePlayer.Touch,Red Player,32.0,77.0,
2020-03-11 09:45:17.618300,1,WhiteHole.SinglePlayer.Exit,Red Player,32.0,77.0,
2020-03-11 09:45:21.172500,1,Asteroid.SinglePlayer.Connection,Red Player,55.0,61.0,
2020-03-11 09:45:21.856600,1,Asteroid.SinglePlayer.Exit,Red Player,52.0,59.0,
2020-03-11 09:45:26.607800,1,Asteroid.SinglePlayer.Connection,Blue Player,39.0,60.0,
2020-03-11 09:45:27.774900,1,Asteroid.SinglePlayer.Exit,Blue Player,38.0,63.0,
2020-03-11 09:45:37.540500,1,End,,,,
