Time,Trial,Event,Player.Color,Position.X,Position.Y,Planet.Id
2020-03-11 11:49:50.043400,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:49:50.960500,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:49:51.643500,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:49:51.677500,10,WhiteHole.SinglePlayer.Exit,Blue Player,73.0,54.0,
2020-03-11 11:49:52.093500,10,WhiteHole.SinglePlayer.Touch,Blue Player,73.0,54.0,
2020-03-11 11:49:52.360500,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:49:53.410600,10,WhiteHole.SinglePlayer.Exit,Blue Player,73.0,54.0,
2020-03-11 11:49:54.276600,10,WhiteHole.SinglePlayer.Touch,Red Player,26.0,66.0,
2020-03-11 11:49:57.784800,10,WhiteHole.SinglePlayer.Trigger,Red Player,26.0,66.0,
2020-03-11 11:49:59.714000,10,Planet.Creation,Blue Player,29.0,68.0,7234.0
2020-03-11 11:50:20.580100,10,Planet.Multiplayer.AddedToOrbit,,39.0,61.0,7234.0
2020-03-11 11:50:25.246400,10,BlackHole.Creation,,49.0,53.0,
2020-03-11 11:50:30.730700,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:50:30.741700,10,Asteroid.SinglePlayer.Connection,Red Player,20.0,39.0,
2020-03-11 11:50:30.962700,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:50:31.520800,10,Asteroid.SinglePlayer.Exit,Red Player,19.0,37.0,
2020-03-11 11:50:40.330300,10,WhiteHole.SinglePlayer.Touch,Red Player,43.0,87.0,
2020-03-11 11:50:40.930300,10,WhiteHole.SinglePlayer.Exit,Red Player,43.0,87.0,
2020-03-11 11:50:43.130400,10,WhiteHole.SinglePlayer.Touch,Red Player,63.0,69.0,
2020-03-11 11:50:44.164500,10,WhiteHole.SinglePlayer.Exit,Red Player,63.0,69.0,
2020-03-11 11:50:44.797500,10,WhiteHole.SinglePlayer.Touch,Red Player,73.0,54.0,
2020-03-11 11:50:48.014700,10,WhiteHole.SinglePlayer.Touch,Blue Player,16.0,43.0,
2020-03-11 11:50:48.213700,10,WhiteHole.SinglePlayer.Exit,Red Player,73.0,54.0,
2020-03-11 11:50:49.297800,10,WhiteHole.SinglePlayer.Touch,Red Player,63.0,69.0,
2020-03-11 11:50:52.583000,10,WhiteHole.SinglePlayer.Exit,Red Player,63.0,69.0,
2020-03-11 11:50:52.808000,10,WhiteHole.SinglePlayer.Trigger,Blue Player,16.0,43.0,
2020-03-11 11:50:54.716100,10,Planet.Creation,Red Player,53.0,55.0,7972.0
2020-03-11 11:50:56.738200,10,Planet.SinglePlayer.Connection,Red Player,51.0,59.0,7972.0
2020-03-11 11:50:58.365300,10,WhiteHole.SinglePlayer.Touch,Blue Player,43.0,87.0,
2020-03-11 11:50:58.754300,10,Planet.SinglePlayer.Exit,Red Player,53.0,55.0,7972.0
2020-03-11 11:50:59.831400,10,WhiteHole.SinglePlayer.Touch,Red Player,63.0,69.0,
2020-03-11 11:51:01.032500,10,WhiteHole.SinglePlayer.Exit,Blue Player,43.0,87.0,
2020-03-11 11:51:01.599500,10,WhiteHole.SinglePlayer.Touch,Blue Player,43.0,87.0,
2020-03-11 11:51:01.899500,10,WhiteHole.SinglePlayer.Exit,Red Player,63.0,69.0,
2020-03-11 11:51:03.682600,10,WhiteHole.SinglePlayer.Touch,Red Player,63.0,69.0,
2020-03-11 11:51:03.815600,10,WhiteHole.SinglePlayer.Exit,Red Player,63.0,69.0,
2020-03-11 11:51:06.066700,10,WhiteHole.SinglePlayer.Touch,Red Player,63.0,69.0,
2020-03-11 11:51:07.165800,10,WhiteHole.SinglePlayer.Exit,Blue Player,43.0,87.0,
2020-03-11 11:51:07.549800,10,WhiteHole.SinglePlayer.Touch,Blue Player,43.0,87.0,
2020-03-11 11:51:08.432900,10,WhiteHole.SinglePlayer.Exit,Blue Player,43.0,87.0,
2020-03-11 11:51:08.482900,10,WhiteHole.SinglePlayer.Exit,Red Player,63.0,69.0,
2020-03-11 11:51:09.049900,10,WhiteHole.SinglePlayer.Touch,Red Player,73.0,54.0,
2020-03-11 11:51:11.833100,10,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,69.0,
2020-03-11 11:51:13.233200,10,WhiteHole.SinglePlayer.Exit,Red Player,73.0,54.0,
2020-03-11 11:51:14.750200,10,WhiteHole.SinglePlayer.Touch,Red Player,73.0,54.0,
2020-03-11 11:51:15.633300,10,WhiteHole.SinglePlayer.Exit,Red Player,73.0,54.0,
2020-03-11 11:51:16.916400,10,WhiteHole.SinglePlayer.Touch,Red Player,73.0,54.0,
2020-03-11 11:51:17.950400,10,WhiteHole.SinglePlayer.Exit,Blue Player,63.0,69.0,
2020-03-11 11:51:18.517500,10,WhiteHole.SinglePlayer.Exit,Red Player,73.0,54.0,
2020-03-11 11:51:19.183500,10,WhiteHole.SinglePlayer.Touch,Red Player,63.0,69.0,
2020-03-11 11:51:19.733500,10,WhiteHole.SinglePlayer.Exit,Red Player,63.0,69.0,
2020-03-11 11:51:24.200800,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:51:25.350900,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:51:25.817900,10,WhiteHole.SinglePlayer.Touch,Blue Player,16.0,43.0,
2020-03-11 11:51:29.307100,10,WhiteHole.SinglePlayer.Trigger,Blue Player,16.0,43.0,
2020-03-11 11:51:31.285200,10,Planet.Creation,Red Player,23.0,48.0,8292.0
2020-03-11 11:51:35.742400,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:51:36.135500,10,BlackHole.TransferObject,,43.0,51.0,
2020-03-11 11:51:36.185500,10,BlackHole.TransferObject,,35.0,50.0,
2020-03-11 11:51:37.873600,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:51:42.257800,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:51:42.790800,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:51:45.292000,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:51:45.925000,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:51:54.659500,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:51:55.492600,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:51:55.761600,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:51:56.209600,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:51:57.142700,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:52:00.925900,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:52:06.336200,10,WhiteHole.SinglePlayer.Touch,Red Player,43.0,87.0,
2020-03-11 11:52:08.354300,10,WhiteHole.SinglePlayer.Exit,Red Player,43.0,87.0,
2020-03-11 11:52:09.353400,10,WhiteHole.SinglePlayer.Touch,Red Player,43.0,87.0,
2020-03-11 11:52:11.004500,10,WhiteHole.SinglePlayer.Exit,Red Player,43.0,87.0,
2020-03-11 11:52:14.737700,10,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,69.0,
2020-03-11 11:52:17.903900,10,WhiteHole.SinglePlayer.Exit,Blue Player,63.0,69.0,
2020-03-11 11:52:18.137900,10,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,69.0,
2020-03-11 11:52:18.504900,10,WhiteHole.SinglePlayer.Exit,Blue Player,63.0,69.0,
2020-03-11 11:52:19.103900,10,WhiteHole.SinglePlayer.Touch,Blue Player,73.0,54.0,
2020-03-11 11:52:20.905000,10,WhiteHole.SinglePlayer.Touch,Red Player,43.0,87.0,
2020-03-11 11:52:21.155000,10,WhiteHole.SinglePlayer.Exit,Red Player,43.0,87.0,
2020-03-11 11:52:22.605100,10,WhiteHole.SinglePlayer.Touch,Red Player,43.0,87.0,
2020-03-11 11:52:23.005100,10,WhiteHole.SinglePlayer.Exit,Red Player,43.0,87.0,
2020-03-11 11:52:26.111300,10,WhiteHole.SinglePlayer.Trigger,Blue Player,73.0,54.0,
2020-03-11 11:52:27.805400,10,Planet.Creation,Red Player,44.0,73.0,8606.0
2020-03-11 11:52:27.809400,10,Planet.Creation,Red Player,150.0,150.0,8658.0
2020-03-11 11:52:30.422600,10,Planet.Creation,Red Player,44.0,77.0,8808.0
2020-03-11 11:52:38.678000,10,Planet.SinglePlayer.Connection,Blue Player,46.0,75.0,8808.0
2020-03-11 11:53:00.763300,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:53:01.524400,10,BlackHole.TransferObject,,52.0,70.0,
2020-03-11 11:53:03.012400,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:53:11.364900,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:53:11.641900,10,BlackHole.TransferObject,,42.0,69.0,
2020-03-11 11:53:13.231000,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:53:15.225100,10,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,69.0,
2020-03-11 11:53:15.658200,10,WhiteHole.SinglePlayer.Exit,Blue Player,63.0,69.0,
2020-03-11 11:53:16.924200,10,WhiteHole.SinglePlayer.Touch,Blue Player,63.0,69.0,
2020-03-11 11:53:20.416400,10,WhiteHole.SinglePlayer.Trigger,Blue Player,63.0,69.0,
2020-03-11 11:53:22.326500,10,Planet.Creation,Red Player,43.0,53.0,9128.0
2020-03-11 11:53:28.482900,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:53:29.043900,10,BlackHole.TransferObject,,35.0,60.0,
2020-03-11 11:53:30.834000,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:53:32.967100,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:53:34.501200,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:54:00.978800,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:54:01.211800,10,WhiteHole.SinglePlayer.Touch,Blue Player,43.0,87.0,
2020-03-11 11:54:03.178900,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:54:04.700000,10,WhiteHole.SinglePlayer.Trigger,Blue Player,43.0,87.0,
2020-03-11 11:54:06.513100,10,WhiteHole.SinglePlayer.Touch,Red Player,26.0,66.0,
2020-03-11 11:54:10.002300,10,WhiteHole.SinglePlayer.Trigger,Red Player,26.0,66.0,
2020-03-11 11:54:11.649400,10,Planet.Creation,Red Player,61.0,72.0,9676.0
2020-03-11 11:54:16.855700,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:54:16.901700,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:54:17.219700,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:54:17.445700,10,BlackHole.TransferObject,,32.0,46.0,
2020-03-11 11:54:19.234800,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:54:20.496900,10,WhiteHole.SinglePlayer.Touch,Red Player,55.0,20.0,
2020-03-11 11:54:23.098000,10,WhiteHole.SinglePlayer.Exit,Red Player,55.0,20.0,
2020-03-11 11:54:28.597300,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:54:29.364400,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:54:29.797400,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,43.0,
2020-03-11 11:54:29.964400,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,43.0,
2020-03-11 11:54:43.732200,10,WhiteHole.SinglePlayer.Touch,Red Player,73.0,54.0,
2020-03-11 11:54:46.265300,10,WhiteHole.SinglePlayer.Exit,Red Player,73.0,54.0,
2020-03-11 11:54:49.015500,10,WhiteHole.SinglePlayer.Touch,Blue Player,43.0,87.0,
2020-03-11 11:54:49.032500,10,WhiteHole.SinglePlayer.Touch,Red Player,55.0,20.0,
2020-03-11 11:54:49.465500,10,WhiteHole.SinglePlayer.Exit,Blue Player,43.0,87.0,
2020-03-11 11:54:50.081600,10,WhiteHole.SinglePlayer.Exit,Red Player,55.0,20.0,
2020-03-11 11:54:53.232700,10,WhiteHole.SinglePlayer.Touch,Red Player,55.0,20.0,
2020-03-11 11:54:53.431800,10,WhiteHole.SinglePlayer.Exit,Red Player,55.0,20.0,
2020-03-11 11:54:54.598800,10,WhiteHole.SinglePlayer.Touch,Red Player,55.0,20.0,
2020-03-11 11:54:55.365900,10,WhiteHole.SinglePlayer.Exit,Red Player,55.0,20.0,
2020-03-11 11:54:56.498900,10,WhiteHole.SinglePlayer.Touch,Red Player,55.0,20.0,
2020-03-11 11:54:57.083000,10,WhiteHole.SinglePlayer.Exit,Red Player,55.0,20.0,
2020-03-11 11:55:02.806300,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:03.205300,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:55:11.988800,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:26.190600,10,BlackHole.Transition,,49.0,50.0,
2020-03-11 11:55:26.605600,10,Planet.SinglePlayer.Exit,Blue Player,52.0,70.0,8606.0
2020-03-11 11:55:34.490100,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:35.253100,10,BlackHole.TransferObject,,64.0,59.0,
2020-03-11 11:55:35.770200,10,BlackHole.TransferObject,,38.0,42.0,
2020-03-11 11:55:36.975200,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:55:41.441500,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:41.553500,10,BlackHole.TransferObject,,61.0,58.0,
2020-03-11 11:55:43.143600,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:55:47.025800,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:47.137800,10,BlackHole.TransferObject,,49.0,47.0,
2020-03-11 11:55:48.224900,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:55:51.343100,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:51.721100,10,BlackHole.TransferObject,,55.0,68.0,
2020-03-11 11:55:52.543100,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:55:56.475400,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:56.687400,10,BlackHole.TransferObject,,32.0,68.0,
2020-03-11 11:55:57.391400,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:55:58.059400,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:55:58.141500,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:56:00.487600,10,WhiteHole.SinglePlayer.Touch,Red Player,35.0,12.0,
2020-03-11 11:56:00.986600,10,WhiteHole.SinglePlayer.Exit,Red Player,35.0,12.0,
2020-03-11 11:56:01.053600,10,WhiteHole.SinglePlayer.Touch,Red Player,35.0,12.0,
2020-03-11 11:56:01.637700,10,WhiteHole.SinglePlayer.Exit,Red Player,35.0,12.0,
2020-03-11 11:56:08.406000,10,WhiteHole.SinglePlayer.Touch,Red Player,78.0,38.0,
2020-03-11 11:56:10.538200,10,WhiteHole.SinglePlayer.Exit,Red Player,78.0,38.0,
2020-03-11 11:56:13.073300,10,WhiteHole.SinglePlayer.Touch,Blue Player,62.0,81.0,
2020-03-11 11:56:14.105400,10,WhiteHole.SinglePlayer.Touch,Red Player,78.0,38.0,
2020-03-11 11:56:16.038500,10,WhiteHole.SinglePlayer.Exit,Red Player,78.0,38.0,
2020-03-11 11:56:17.625600,10,WhiteHole.SinglePlayer.Trigger,Blue Player,62.0,81.0,
2020-03-11 11:56:19.289700,10,WhiteHole.SinglePlayer.Touch,Red Player,78.0,38.0,
2020-03-11 11:56:20.410700,10,Planet.Creation,Red Player,82.0,44.0,10260.0
2020-03-11 11:56:20.638700,10,WhiteHole.SinglePlayer.Exit,Red Player,78.0,38.0,
2020-03-11 11:56:21.939800,10,WhiteHole.SinglePlayer.Touch,Blue Player,16.0,62.0,
2020-03-11 11:56:22.639900,10,WhiteHole.SinglePlayer.Exit,Blue Player,16.0,62.0,
2020-03-11 11:56:31.590400,10,WhiteHole.SinglePlayer.Touch,Blue Player,78.0,38.0,
2020-03-11 11:56:31.839400,10,WhiteHole.SinglePlayer.Exit,Blue Player,78.0,38.0,
2020-03-11 11:56:32.140400,10,WhiteHole.SinglePlayer.Touch,Blue Player,78.0,38.0,
2020-03-11 11:56:32.256400,10,WhiteHole.SinglePlayer.Exit,Blue Player,78.0,38.0,
2020-03-11 11:56:35.195600,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:56:35.457600,10,BlackHole.TransferObject,,65.0,50.0,
2020-03-11 11:56:36.861700,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:56:42.808000,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,62.0,
2020-03-11 11:56:44.241100,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,62.0,
2020-03-11 11:56:44.691100,10,WhiteHole.SinglePlayer.Touch,Red Player,38.0,75.0,
2020-03-11 11:56:45.209100,10,WhiteHole.SinglePlayer.Exit,Red Player,38.0,75.0,
2020-03-11 11:56:50.642500,10,WhiteHole.SinglePlayer.Touch,Red Player,38.0,75.0,
2020-03-11 11:56:54.131700,10,WhiteHole.SinglePlayer.Trigger,Red Player,38.0,75.0,
2020-03-11 11:56:55.543700,10,Planet.Creation,Blue Player,37.0,73.0,10468.0
2020-03-11 11:56:57.563900,10,Planet.SinglePlayer.Connection,Blue Player,37.0,71.0,10468.0
2020-03-11 11:57:02.415100,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:57:02.709100,10,BlackHole.TransferObject,,45.0,71.0,
2020-03-11 11:57:03.864200,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:57:14.459800,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,62.0,
2020-03-11 11:57:14.709800,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,62.0,
2020-03-11 11:57:15.009800,10,WhiteHole.SinglePlayer.Touch,Blue Player,16.0,62.0,
2020-03-11 11:57:15.358900,10,WhiteHole.SinglePlayer.Exit,Blue Player,16.0,62.0,
2020-03-11 11:57:22.827300,10,WhiteHole.SinglePlayer.Touch,Blue Player,16.0,62.0,
2020-03-11 11:57:23.460300,10,WhiteHole.SinglePlayer.Exit,Blue Player,16.0,62.0,
2020-03-11 11:57:24.894400,10,WhiteHole.SinglePlayer.Touch,Red Player,78.0,38.0,
2020-03-11 11:57:26.959500,10,WhiteHole.SinglePlayer.Exit,Red Player,78.0,38.0,
2020-03-11 11:57:35.662000,10,WhiteHole.SinglePlayer.Touch,Red Player,16.0,62.0,
2020-03-11 11:57:37.361100,10,WhiteHole.SinglePlayer.Exit,Red Player,16.0,62.0,
2020-03-11 11:57:47.362700,10,WhiteHole.SinglePlayer.Touch,Red Player,35.0,12.0,
2020-03-11 11:57:48.061700,10,WhiteHole.SinglePlayer.Exit,Red Player,35.0,12.0,
2020-03-11 11:57:52.930000,10,WhiteHole.SinglePlayer.Touch,Red Player,35.0,12.0,
2020-03-11 11:57:53.279000,10,WhiteHole.SinglePlayer.Exit,Red Player,35.0,12.0,
2020-03-11 11:57:53.330000,10,WhiteHole.SinglePlayer.Touch,Blue Player,35.0,12.0,
2020-03-11 11:57:56.819200,10,WhiteHole.SinglePlayer.Trigger,Blue Player,35.0,12.0,
2020-03-11 11:57:58.014300,10,Planet.Creation,Red Player,32.0,17.0,10906.0
2020-03-11 11:58:04.567700,10,BlackHole.Multiplayer.Enter,,49.0,53.0,
2020-03-11 11:58:04.780700,10,BlackHole.TransferObject,,49.0,51.0,
2020-03-11 11:58:05.818800,10,BlackHole.SinglePlayer.Exit,,49.0,53.0,
2020-03-11 11:58:13.916200,10,End,,,,
